,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,costfor2,type,city
31322,0,0,4.2,226,39,13,3390,507,200.0,4,17
31323,1,1,3.9,598,41,4,176,905,1200.0,4,17
31324,1,1,4.0,1390,44,20,794,676,1100.0,4,17
31325,1,0,3.9,457,43,20,3282,522,1000.0,4,17
31326,1,0,4.0,515,44,20,4017,564,750.0,4,17
31327,0,0,4.1,100,41,20,3317,13,600.0,4,17
31328,1,0,3.5,889,44,20,4291,1382,650.0,4,17
31329,1,0,3.9,475,43,20,2607,1469,600.0,4,17
31330,0,0,4.2,270,43,60,1489,752,1400.0,4,17
31331,1,0,4.1,616,44,20,4931,161,500.0,4,17
31332,1,0,4.0,108,38,20,4987,1163,500.0,4,17
31333,0,1,4.2,117,44,20,112,1433,800.0,4,17
31335,0,0,4.0,1209,41,13,4647,409,650.0,4,17
31336,0,0,4.1,172,44,13,5196,366,650.0,4,17
31337,1,1,4.4,103,45,13,3683,390,700.0,4,17
31338,1,0,3.7,130,38,21,535,626,1200.0,4,17
31340,1,0,4.0,782,43,20,3913,1011,750.0,4,17
31341,1,0,4.1,61,39,13,3489,452,600.0,4,17
31343,1,0,3.8,267,44,20,213,1161,650.0,4,17
31344,0,0,3.8,674,43,57,236,31,1700.0,4,17
31345,0,1,4.1,354,40,37,2308,807,2000.0,4,17
31346,0,0,4.1,324,44,13,543,343,700.0,4,17
31347,1,0,3.9,454,44,20,4583,198,600.0,4,17
31348,0,0,4.0,293,43,12,2252,1662,250.0,4,17
31349,0,1,4.3,106,44,20,109,1171,1000.0,4,17
31350,0,0,3.9,107,41,4,3315,883,1500.0,4,17
31351,1,0,2.8,152,44,20,281,1213,700.0,4,17
31352,0,0,3.7,107,38,20,364,1219,500.0,4,17
31353,0,0,3.8,38,43,20,265,1459,900.0,4,17
31356,1,0,3.9,293,43,45,3746,1654,250.0,4,17
31358,1,0,3.8,94,38,20,4581,1260,600.0,4,17
31359,1,0,3.9,332,38,20,2708,606,600.0,4,17
31360,1,1,4.2,325,44,20,2119,1212,800.0,4,17
31362,1,0,3.6,165,40,20,999,1203,500.0,4,17
31363,1,0,4.0,69,43,20,3181,1096,1000.0,4,17
31364,1,0,3.8,38,38,20,4822,1163,500.0,4,17
31365,1,0,3.9,523,41,20,3262,611,500.0,4,17
31366,1,1,3.7,1015,43,4,1267,665,1300.0,4,17
31367,0,0,3.7,73,43,70,4929,1125,250.0,4,17
31369,1,0,3.5,74,43,20,2062,1034,600.0,4,17
31370,1,0,3.8,222,18,20,2958,560,600.0,4,17
31372,1,0,3.9,395,44,20,2264,917,750.0,4,17
31373,1,0,4.1,507,43,13,3144,382,600.0,4,17
31375,0,0,2.5,547,41,20,4095,1163,450.0,4,17
31378,0,1,3.8,170,41,4,4041,1597,1300.0,4,17
31379,1,0,3.1,121,43,20,4807,1203,500.0,4,17
31380,1,0,2.7,249,44,20,2036,1609,400.0,4,17
31381,1,1,4.1,221,41,20,4126,1163,1000.0,4,17
31384,1,0,4.0,275,40,13,5154,333,500.0,4,17
31385,1,0,3.5,34,43,69,2454,1124,250.0,4,17
31386,0,0,2.8,289,41,20,2040,1607,250.0,4,17
31387,1,0,3.6,243,43,20,1154,1532,800.0,4,17
31388,0,0,2.7,47,41,20,3479,1163,800.0,4,17
31391,1,0,3.8,57,44,20,4585,1541,700.0,4,17
31394,0,0,2.8,227,43,13,4878,333,450.0,4,17
31396,1,0,3.7,47,43,20,4841,1214,800.0,4,17
31397,1,0,3.8,215,43,20,1969,1117,700.0,4,17
31398,1,0,3.4,34,44,20,4306,1366,650.0,4,17
31407,0,0,3.6,54,43,62,1377,1287,400.0,4,17
31410,0,0,3.8,152,43,60,480,37,1500.0,4,17
31411,0,0,3.7,46,38,13,1654,384,600.0,4,17
31412,0,0,3.8,40,44,20,1095,1571,500.0,4,17
31422,0,0,4.0,138,44,20,690,1174,800.0,4,17
31431,0,0,2.7,61,43,62,4285,89,500.0,4,17
31438,1,0,3.4,356,18,62,778,1163,350.0,4,17
31440,1,0,3.8,214,44,20,4252,1361,700.0,4,17
31441,1,0,3.9,327,43,20,2995,43,500.0,4,17
31443,0,1,3.7,81,43,46,4306,883,1200.0,4,17
31444,1,0,3.8,230,38,13,1971,395,600.0,4,17
31445,1,0,3.7,52,41,13,2741,474,450.0,4,17
31447,1,0,4.1,1963,43,62,4793,1116,600.0,4,17
31448,1,0,4.3,3618,43,62,4052,1645,400.0,4,17
31449,0,0,4.2,1534,43,62,2609,1252,600.0,4,17
31450,0,0,4.2,94,43,62,2746,1163,400.0,4,17
31451,1,0,3.8,53,44,62,3957,923,350.0,4,17
31452,1,0,3.9,44,43,62,1732,623,550.0,4,17
31453,1,0,4.1,506,41,62,2156,1009,600.0,4,17
31454,1,0,4.3,220,38,62,111,1081,300.0,4,17
31455,1,0,4.2,534,44,62,2965,1679,450.0,4,17
31456,1,0,4.3,656,43,62,3979,1557,250.0,4,17
31457,1,0,4.0,62,43,62,3872,992,400.0,4,17
31458,1,0,4.3,193,43,62,2288,1655,300.0,4,17
31459,1,1,4.3,343,41,62,264,795,450.0,4,17
31460,0,0,3.7,468,43,62,4893,1557,200.0,4,17
31461,1,0,4.3,279,44,62,1392,1163,450.0,4,17
31462,1,0,4.0,138,45,62,3166,1619,250.0,4,17
31463,1,0,4.1,271,38,62,2973,132,500.0,4,17
31465,1,0,4.2,195,43,30,1304,797,400.0,4,17
31466,1,0,3.8,477,43,62,4149,323,450.0,4,17
31467,1,0,4.4,384,44,62,55,1594,300.0,4,17
31468,1,0,3.8,94,38,62,925,218,250.0,4,17
31469,1,0,4.0,198,41,62,808,1163,500.0,4,17
31470,1,0,3.9,34,18,62,3127,1163,300.0,4,17
31471,0,0,3.9,140,44,68,2860,1650,200.0,4,17
31472,1,0,3.9,49,41,62,4571,1577,400.0,4,17
31473,1,0,4.2,100,44,33,2362,786,900.0,4,17
31474,1,0,4.0,76,40,62,4870,1612,300.0,4,17
31475,1,0,3.8,46,44,62,3942,837,400.0,4,17
31476,1,0,3.3,911,38,62,2457,1184,250.0,4,17
31477,1,0,3.9,1049,44,62,507,324,600.0,4,17
31481,1,0,4.0,461,45,62,4190,1197,500.0,4,17
31482,1,0,3.9,121,38,62,1042,1216,400.0,4,17
31483,1,0,3.5,323,38,62,4988,1083,500.0,4,17
31484,1,0,3.9,213,43,62,4231,318,400.0,4,17
31485,1,0,4.0,212,41,62,3851,753,400.0,4,17
31487,1,0,3.9,501,43,62,867,1648,300.0,4,17
31490,0,0,3.1,117,44,62,4924,236,200.0,4,17
31493,1,0,3.9,97,18,62,1087,203,500.0,4,17
31499,0,0,3.9,154,43,62,4333,1461,200.0,4,17
31500,1,0,3.9,85,44,62,1836,1163,400.0,4,17
31501,1,0,4.0,76,38,62,61,1521,300.0,4,17
31504,1,0,3.8,41,44,62,356,236,200.0,4,17
31506,0,0,3.8,291,45,33,679,789,500.0,4,17
31507,1,0,4.2,106,24,62,3526,234,300.0,4,17
31508,1,0,3.9,96,38,62,2386,1334,350.0,4,17
31509,1,0,3.8,108,43,62,616,371,400.0,4,17
31512,1,0,3.8,48,45,62,3532,1203,300.0,4,17
31513,1,0,3.6,95,38,62,3737,1342,300.0,4,17
31514,1,0,3.7,434,41,62,261,1431,400.0,4,17
31515,0,0,4.0,99,43,62,1884,1640,200.0,4,17
31520,1,0,4.1,322,43,62,766,1163,600.0,4,17
31521,1,0,2.8,137,38,62,4332,1163,500.0,4,17
31523,1,1,4.1,152,43,62,3770,379,600.0,4,17
31524,0,0,3.9,150,44,41,1631,577,500.0,4,17
31531,0,0,3.5,70,44,62,4253,1658,200.0,4,17
31532,0,0,3.8,37,44,43,3508,1048,400.0,4,17
31537,1,0,3.3,395,44,62,2082,1163,400.0,4,17
31538,1,0,3.6,97,38,62,2756,1045,300.0,4,17
31539,0,0,2.6,153,38,62,4260,873,300.0,4,17
31540,1,0,3.9,188,45,62,2935,565,400.0,4,17
31541,1,0,3.9,554,44,62,1618,823,600.0,4,17
31544,0,0,4.0,203,43,43,2670,199,350.0,4,17
31549,0,0,2.8,64,44,62,2440,1599,300.0,4,17
31551,0,0,2.8,53,41,3,4545,191,600.0,4,17
31554,1,0,3.6,90,44,62,568,831,500.0,4,17
31561,0,0,3.6,68,44,41,3564,1039,550.0,4,17
31562,0,0,3.8,82,44,62,931,549,200.0,4,17
31563,1,0,3.7,95,38,62,4914,1163,150.0,4,17
31566,1,0,3.9,241,41,62,2198,1486,600.0,4,17
31568,0,0,3.6,47,38,62,2033,1597,300.0,4,17
31569,0,0,2.9,53,44,62,1988,1076,300.0,4,17
31574,1,0,3.6,82,38,62,1097,1515,400.0,4,17
31581,1,0,4.0,270,38,62,3974,1214,450.0,4,17
31585,0,0,3.8,65,43,62,1973,626,550.0,4,17
31591,0,0,4.0,126,43,62,4550,1525,300.0,4,17
31603,1,0,3.6,72,43,62,1211,1115,200.0,4,17
31605,1,0,3.8,63,24,62,4297,871,350.0,4,17
31658,1,0,3.8,132,44,62,4256,1507,300.0,4,17
31663,1,0,3.9,151,41,41,4980,1680,400.0,4,17
31664,1,0,3.7,103,43,62,1960,1216,400.0,4,17
31665,1,0,3.4,257,38,62,995,267,250.0,4,17
31667,1,0,3.7,34,18,62,3448,1163,200.0,4,17
31669,1,0,3.1,53,38,62,3982,822,100.0,4,17
31673,0,1,4.4,287,0,20,2971,723,1300.0,4,17
31674,1,1,4.5,816,0,20,3424,719,800.0,4,17
31675,1,1,4.5,1879,0,13,881,395,900.0,4,17
31676,1,0,4.2,1295,0,20,2007,105,900.0,4,17
31677,1,1,4.2,1544,0,20,3453,1060,800.0,4,17
31679,1,1,4.1,1342,22,20,2581,1382,800.0,4,17
31680,0,0,4.3,317,0,51,167,1065,300.0,4,17
31682,1,0,3.9,468,0,20,4047,112,700.0,4,17
31684,0,1,4.0,169,0,4,1237,883,1100.0,4,17
31686,1,0,3.9,327,3,20,1133,1203,650.0,4,17
31687,1,1,3.9,74,0,20,2067,1284,900.0,4,17
31689,1,1,4.1,2727,0,20,777,297,800.0,4,17
31691,1,0,3.9,421,0,20,4666,112,800.0,4,17
31692,0,0,3.8,158,22,47,1600,696,1300.0,4,17
31693,1,0,3.6,386,0,62,31,267,400.0,4,17
31695,1,0,3.5,739,0,20,1940,47,600.0,4,17
31697,1,0,4.2,469,0,62,2085,1066,400.0,4,17
31698,1,0,3.9,1190,0,62,2617,1203,500.0,4,17
31700,0,0,3.9,118,30,20,2531,1192,800.0,4,17
31701,1,0,3.6,221,0,20,367,287,600.0,4,17
31703,1,0,3.8,71,0,20,757,1172,1000.0,4,17
31704,0,0,4.0,140,0,62,4185,1044,200.0,4,17
31707,1,0,3.8,261,0,20,1011,50,500.0,4,17
31708,1,0,3.9,214,0,20,341,1247,600.0,4,17
31710,1,0,3.8,273,0,20,2159,1317,900.0,4,17
31711,1,0,3.9,97,0,62,739,973,1000.0,4,17
31718,1,0,4.0,115,0,62,2793,593,400.0,4,17
31720,1,0,3.8,100,0,20,2752,1599,350.0,4,17
31725,0,0,3.8,69,3,14,1648,352,700.0,4,17
31726,1,0,4.1,133,0,62,2636,1163,150.0,4,17
31729,1,0,3.7,101,0,13,513,489,700.0,4,17
31734,1,1,4.0,126,22,20,1001,1397,900.0,4,17
31735,1,0,3.4,212,22,20,3016,1265,800.0,4,17
31736,1,0,3.8,117,0,20,3081,1192,600.0,4,17
31738,1,0,3.9,201,0,62,5212,84,300.0,4,17
31739,1,0,3.8,278,22,62,1896,236,200.0,4,17
31747,1,0,3.6,42,0,13,2152,402,600.0,4,17
31748,1,0,4.2,289,3,62,515,6,400.0,4,17
31749,0,0,4.1,357,0,62,3272,607,500.0,4,17
31751,1,0,2.7,73,0,20,4674,567,600.0,4,17
31755,1,0,3.7,67,0,62,2436,1573,300.0,4,17
31764,1,0,3.9,100,30,62,5050,1557,200.0,4,17
31775,1,0,3.8,377,0,62,4675,1364,500.0,4,17
31776,1,0,3.9,193,0,62,3049,295,600.0,4,17
31780,0,0,3.8,87,0,62,4501,822,250.0,4,17
31788,1,0,3.9,75,3,62,886,1461,200.0,4,17
31789,1,0,3.7,61,0,62,3305,836,350.0,4,17
31791,1,0,3.8,883,0,62,1121,1363,500.0,4,17
31803,1,0,3.9,140,0,62,3805,1334,300.0,4,17
31804,1,0,3.3,334,0,62,4077,283,400.0,4,17
31805,1,0,3.9,58,0,62,1242,283,300.0,4,17
31806,0,0,4.0,115,0,20,624,767,1000.0,4,17
31809,1,0,3.9,172,0,62,165,1622,300.0,4,17
31817,0,0,3.1,53,0,20,773,1258,600.0,4,17
31818,0,0,3.6,61,0,13,3603,333,500.0,4,17
31825,1,0,3.7,46,0,20,2696,1203,600.0,4,17
31829,1,0,3.1,40,0,62,1857,1203,250.0,4,17
31830,0,0,3.0,67,0,62,2795,1599,300.0,4,17
31831,0,0,2.4,221,0,62,2628,1163,550.0,4,17
31836,1,0,2.8,102,3,62,4312,1203,350.0,4,17
31856,0,0,4.0,40,0,9,4673,211,400.0,4,17
31860,0,0,3.5,43,0,62,3479,1294,400.0,4,17
31872,0,0,3.6,34,0,62,5234,1008,650.0,4,17
31885,1,0,2.8,137,0,62,2472,1461,300.0,4,17
31890,0,0,3.7,112,0,20,2140,552,500.0,4,17
31948,0,1,3.700511687126141,0,0,20,3881,698,1000.0,4,17
31956,1,0,3.2,64,0,62,3553,1275,250.0,4,17
31965,1,0,3.7,181,0,62,4809,1203,400.0,4,17
31969,1,0,3.4,154,0,62,4051,1052,400.0,4,17
31971,1,0,3.4,47,0,62,866,1646,200.0,4,17
31973,0,0,3.8,63,0,13,652,333,500.0,4,17
31974,1,0,3.9,52,0,62,2752,1599,300.0,4,17
31975,1,0,3.9,66,0,62,1939,236,700.0,4,17
31977,1,0,2.9,67,0,20,1965,1469,200.0,4,17
31978,0,1,4.3,114,42,46,1599,1481,1500.0,5,17
31979,0,1,4.6,5002,42,26,1486,808,1800.0,5,17
31980,0,1,4.5,3914,42,60,4909,894,1000.0,5,17
31981,0,1,4.4,1575,42,54,1427,1135,2000.0,5,17
31982,0,1,4.8,482,42,61,3754,731,2100.0,5,17
31983,1,1,4.5,3987,42,25,159,716,1600.0,5,17
31984,0,1,4.7,4447,42,4,1471,645,1000.0,5,17
31985,0,1,4.5,2005,42,54,222,632,1400.0,5,17
31986,0,1,4.0,2160,42,46,207,629,1000.0,5,17
31987,1,1,4.3,2576,42,4,309,690,1200.0,5,17
31988,1,1,4.1,1792,42,57,1475,886,1200.0,5,17
31989,0,1,3.9,151,42,58,3879,908,1000.0,5,17
31990,0,1,4.1,1237,42,49,1464,634,1500.0,5,17
31991,1,1,4.4,346,42,21,170,542,1000.0,5,17
31992,0,1,3.700511687126141,0,42,46,168,1311,1500.0,5,17
31993,0,1,3.9,1389,42,46,3159,721,1400.0,5,17
31994,0,1,3.9,592,42,60,2689,726,1300.0,5,17
31995,1,1,4.3,567,43,54,232,747,2000.0,5,17
31996,1,0,4.6,4695,44,46,2705,32,1500.0,5,17
31997,0,1,4.4,2365,44,21,3153,1131,1100.0,5,17
31998,0,1,4.5,6377,44,5,843,1113,1600.0,5,17
31999,0,1,4.5,7856,41,61,2725,17,1800.0,5,17
32000,0,1,4.3,221,41,21,1588,760,1200.0,5,17
32001,0,1,4.4,373,40,18,1492,335,1000.0,5,17
32002,0,1,4.6,895,41,54,1438,689,1400.0,5,17
32003,0,1,4.4,1237,41,53,2691,35,1200.0,5,17
32004,0,1,4.4,4086,41,5,1430,126,1200.0,5,17
32005,0,1,4.2,1743,41,57,1490,540,1400.0,5,17
32006,0,1,4.5,577,43,4,1508,907,1000.0,5,17
32007,0,1,4.3,1557,38,57,4820,904,1200.0,5,17
32008,1,1,4.2,1369,44,21,1439,123,1400.0,5,17
32009,0,0,3.7,4652,43,50,4824,1311,2000.0,5,17
32010,1,1,4.2,1177,41,57,186,888,1300.0,5,17
32011,0,1,3.700511687126141,0,41,58,1453,693,1100.0,5,17
32012,0,1,4.1,759,40,4,1259,1203,1200.0,5,17
32013,0,0,4.0,1408,43,60,179,635,1000.0,5,17
32014,0,0,3.9,740,43,5,197,15,1400.0,5,17
32015,1,1,4.0,281,41,21,276,806,1500.0,5,17
32017,1,1,3.9,598,41,4,176,905,1200.0,5,17
32018,0,0,4.2,270,43,60,1489,752,1400.0,5,17
32019,1,0,3.7,130,38,21,535,626,1200.0,5,17
32020,0,0,3.8,674,43,57,236,31,1700.0,5,17
32021,0,0,3.9,107,41,4,3315,883,1500.0,5,17
32022,1,1,3.7,1015,43,4,1267,665,1300.0,5,17
32023,0,1,3.8,170,41,4,4041,1597,1300.0,5,17
32029,0,0,3.8,152,43,60,480,37,1500.0,5,17
32031,0,1,3.7,81,43,46,4306,883,1200.0,5,17
32032,0,1,4.0,169,0,4,1237,883,1100.0,5,17
32036,0,1,4.8,482,42,61,3754,731,2100.0,6,17
32037,0,1,4.7,4447,42,4,1471,645,1000.0,6,17
32038,1,1,4.3,549,42,26,4588,1272,1000.0,6,17
32039,0,1,4.7,10530,42,21,1329,1330,1400.0,6,17
32040,0,1,4.5,3914,42,60,4909,894,1000.0,6,17
32041,1,1,4.5,3163,42,21,1956,1240,1500.0,6,17
32042,0,1,4.6,2590,42,5,1456,727,1300.0,6,17
32043,0,0,4.2,2370,42,57,3589,891,1400.0,6,17
32044,1,1,4.9,2244,42,21,3203,134,1500.0,6,17
32045,0,1,4.6,5002,42,26,1486,808,1800.0,6,17
32046,1,1,4.3,2576,42,4,309,690,1200.0,6,17
32047,1,1,4.4,387,42,21,3944,1114,1500.0,6,17
32048,1,1,4.1,1792,42,57,1475,886,1200.0,6,17
32049,0,1,3.9,151,42,58,3879,908,1000.0,6,17
32050,1,1,4.1,402,42,15,5061,423,1200.0,6,17
32051,1,1,4.4,346,42,21,170,542,1000.0,6,17
32052,0,1,3.9,592,42,60,2689,726,1300.0,6,17
32054,0,1,4.4,2365,44,21,3153,1131,1100.0,6,17
32055,0,1,4.5,6377,44,5,843,1113,1600.0,6,17
32056,0,1,4.5,7856,41,61,2725,17,1800.0,6,17
32057,0,1,4.3,221,41,21,1588,760,1200.0,6,17
32058,1,1,4.5,1889,38,21,2479,1438,1200.0,6,17
32059,1,1,4.4,459,44,21,1233,1163,1500.0,6,17
32060,0,1,4.4,1237,41,53,2691,35,1200.0,6,17
32061,0,1,4.4,4086,41,5,1430,126,1200.0,6,17
32062,0,1,4.2,1743,41,57,1490,540,1400.0,6,17
32063,0,1,4.5,577,43,4,1508,907,1000.0,6,17
32064,0,1,4.3,1557,38,57,4820,904,1200.0,6,17
32065,1,1,4.2,1369,44,21,1439,123,1400.0,6,17
32066,1,1,4.2,1177,41,57,186,888,1300.0,6,17
32067,0,1,3.700511687126141,0,41,58,1453,693,1100.0,6,17
32068,0,0,3.700511687126141,0,44,5,2997,1586,1000.0,6,17
32069,0,1,4.1,819,41,21,4751,50,800.0,6,17
32070,0,1,4.1,759,40,4,1259,1203,1200.0,6,17
32071,0,0,4.0,1408,43,60,179,635,1000.0,6,17
32072,0,0,3.9,740,43,5,197,15,1400.0,6,17
32074,1,1,4.0,281,41,21,276,806,1500.0,6,17
32076,0,1,3.9,282,44,21,3099,751,1000.0,6,17
32078,1,1,3.9,598,41,4,176,905,1200.0,6,17
32079,0,0,4.2,270,43,60,1489,752,1400.0,6,17
32080,1,0,3.7,130,38,21,535,626,1200.0,6,17
32082,0,0,3.8,674,43,57,236,31,1700.0,6,17
32083,0,0,3.9,107,41,4,3315,883,1500.0,6,17
32084,1,1,3.7,1015,43,4,1267,665,1300.0,6,17
32085,0,1,3.8,170,41,4,4041,1597,1300.0,6,17
32091,0,0,3.8,152,43,60,480,37,1500.0,6,17
32094,0,1,4.0,169,0,4,1237,883,1100.0,6,17
32095,0,0,3.8,158,22,47,1600,696,1300.0,6,17
32101,1,1,4.5,3469,42,20,2459,1407,1300.0,0,18
32102,0,1,4.4,1575,42,54,1427,1135,2000.0,0,18
32103,0,1,4.7,10530,42,21,1329,1330,1400.0,0,18
32104,0,0,3.7,4652,43,50,4824,1311,2000.0,0,18
32105,1,1,4.0,1871,43,20,2621,1163,600.0,0,18
32106,1,0,3.9,457,43,20,3282,522,1000.0,0,18
32107,0,0,3.8,38,43,20,265,1459,900.0,0,18
32108,1,1,4.5,3163,42,21,1956,1240,1500.0,0,18
32109,0,1,4.2,1757,42,20,140,639,1200.0,0,18
32110,1,1,4.9,2244,42,21,3203,134,1500.0,0,18
32111,1,1,4.2,2620,42,20,1604,515,1300.0,0,18
32112,0,1,4.4,373,40,18,1492,335,1000.0,0,18
32113,1,1,4.4,9080,41,22,257,1478,600.0,0,18
32114,1,1,4.4,459,44,21,1233,1163,1500.0,0,18
32115,1,1,4.5,721,44,20,3908,1015,1500.0,0,18
32116,0,1,4.1,786,40,20,804,1382,1500.0,0,18
32117,1,1,4.4,682,44,20,1818,1388,1500.0,0,18
32118,0,1,4.3,2248,42,20,3210,611,1100.0,0,18
32119,1,0,4.1,6948,42,20,415,1409,750.0,0,18
32120,1,1,4.1,675,40,20,3278,607,900.0,0,18
32121,0,1,3.700511687126141,0,42,46,168,1311,1500.0,0,18
32122,1,1,4.2,767,41,20,2889,1279,1700.0,0,18
32123,1,1,4.4,1808,41,20,3787,1688,1000.0,0,18
32124,1,1,3.9,485,42,20,1073,1435,700.0,0,18
32125,1,1,4.0,281,41,21,276,806,1500.0,0,18
32126,0,1,3.9,1389,42,46,3159,721,1400.0,0,18
32127,0,1,4.2,117,44,20,112,1433,800.0,0,18
32128,0,1,4.3,106,44,20,109,1171,1000.0,0,18
32129,0,1,4.1,354,40,37,2308,807,2000.0,0,18
32130,0,1,3.5,32,42,20,1760,1203,1000.0,0,18
32134,1,1,4.2,217,16,20,218,813,1500.0,0,18
32135,1,0,3.9,421,0,20,4666,112,800.0,0,18
32136,0,0,3.4,46,16,20,2212,1163,1100.0,0,18
32137,1,1,4.2,2714,40,13,1699,405,1000.0,1,18
32138,1,0,4.4,363,43,13,5005,494,500.0,1,18
32139,1,0,4.2,177,43,13,833,333,600.0,1,18
32140,1,0,4.1,992,43,13,2901,405,600.0,1,18
32141,0,1,4.2,817,43,13,2914,398,800.0,1,18
32142,0,0,4.1,2450,43,13,493,372,700.0,1,18
32143,1,0,4.1,87,43,13,5133,428,700.0,1,18
32146,1,0,3.8,108,43,62,616,371,400.0,1,18
32147,1,0,4.1,507,43,13,3144,382,600.0,1,18
32148,1,1,4.1,152,43,62,3770,379,600.0,1,18
32149,0,0,2.8,227,43,13,4878,333,450.0,1,18
32151,0,0,3.6,54,43,12,2256,1662,250.0,1,18
32152,0,0,4.7,14717,42,16,650,339,900.0,1,18
32153,0,0,4.6,7127,41,13,5159,336,600.0,1,18
32154,0,0,4.5,3847,42,13,1641,470,800.0,1,18
32155,1,1,4.4,9080,41,22,257,1478,600.0,1,18
32156,0,0,4.1,2734,42,13,2739,401,1300.0,1,18
32157,0,0,4.4,1225,41,13,1660,400,800.0,1,18
32158,1,0,4.0,76,45,13,1713,383,400.0,1,18
32159,0,0,4.4,174,42,17,4862,468,600.0,1,18
32160,1,1,4.1,1855,38,13,538,344,600.0,1,18
32161,1,0,4.3,2873,42,13,731,338,600.0,1,18
32162,1,0,4.1,3006,38,13,582,375,1000.0,1,18
32163,0,1,4.3,1471,42,13,749,407,800.0,1,18
32164,1,1,4.4,192,40,13,3869,333,1000.0,1,18
32165,1,1,4.3,1808,42,22,2564,662,900.0,1,18
32166,0,0,4.1,314,41,13,3994,384,600.0,1,18
32167,1,0,4.5,2621,42,33,716,961,500.0,1,18
32168,1,1,4.4,208,42,13,4351,499,800.0,1,18
32169,1,0,4.4,950,42,13,171,436,900.0,1,18
32170,1,1,4.2,505,42,13,2915,390,800.0,1,18
32171,1,0,4.6,1026,44,17,3379,432,550.0,1,18
32172,1,1,4.4,467,41,13,3868,404,800.0,1,18
32173,0,1,4.5,550,42,13,4396,413,900.0,1,18
32175,0,0,4.3,295,41,13,3901,474,850.0,1,18
32176,1,1,4.0,1515,40,13,3351,384,900.0,1,18
32177,1,0,4.5,345,42,33,3342,784,300.0,1,18
32178,0,0,4.1,1359,44,13,2354,428,700.0,1,18
32179,1,0,4.2,169,41,13,3844,428,700.0,1,18
32181,1,1,4.2,875,42,13,3611,340,600.0,1,18
32182,1,1,4.0,1241,41,13,3917,333,700.0,1,18
32183,1,0,4.2,1065,42,13,1619,395,800.0,1,18
32184,1,0,4.1,894,40,13,3021,396,800.0,1,18
32185,1,0,4.1,141,42,13,4380,453,1200.0,1,18
32186,1,0,4.1,306,44,13,3156,415,600.0,1,18
32187,1,1,4.1,402,42,15,5061,423,1200.0,1,18
32188,1,1,4.2,1705,42,13,649,460,650.0,1,18
32190,1,0,4.1,779,38,13,1981,384,700.0,1,18
32191,1,0,4.2,100,44,33,2362,786,900.0,1,18
32192,1,0,4.3,480,42,13,4855,513,450.0,1,18
32193,0,0,4.2,226,39,13,3390,507,200.0,1,18
32195,1,0,4.0,66,41,16,4714,463,700.0,1,18
32196,0,0,4.1,172,44,13,5196,366,650.0,1,18
32198,1,0,4.1,93,42,13,980,384,600.0,1,18
32199,1,0,4.1,61,39,13,3489,452,600.0,1,18
32200,0,0,3.8,47,42,13,2140,456,600.0,1,18
32201,1,0,4.0,201,42,13,504,407,800.0,1,18
32202,0,0,4.1,324,44,13,543,343,700.0,1,18
32203,0,0,4.0,1209,41,13,4647,409,650.0,1,18
32204,0,0,4.1,367,44,13,2014,333,350.0,1,18
32205,0,0,3.8,291,45,33,679,789,500.0,1,18
32206,1,0,4.2,414,42,13,3346,430,700.0,1,18
32207,0,0,3.5,66,42,13,1626,333,300.0,1,18
32208,0,0,3.8,63,44,14,5140,429,600.0,1,18
32209,0,0,4.0,236,41,13,838,437,500.0,1,18
32212,1,1,4.4,103,45,13,3683,390,700.0,1,18
32213,1,0,4.0,275,40,13,5154,333,500.0,1,18
32214,0,0,4.3,139,42,13,3382,384,800.0,1,18
32218,0,0,3.7,46,38,13,1654,384,600.0,1,18
32222,1,0,3.8,230,38,13,1971,395,600.0,1,18
32224,1,0,3.7,52,41,13,2741,474,450.0,1,18
32226,1,1,4.5,1879,0,13,881,395,900.0,1,18
32227,0,1,4.0,1778,16,48,1755,754,1600.0,1,18
32229,1,0,3.6,42,0,13,2152,402,600.0,1,18
32235,0,0,3.6,61,0,13,3603,333,500.0,1,18
32239,0,0,3.8,63,0,13,652,333,500.0,1,18
32240,1,0,4.1,327,38,29,1838,1163,450.0,2,18
32242,1,0,4.5,1193,0,29,2326,936,500.0,2,18
32243,1,0,3.9,585,37,29,4366,929,450.0,2,18
32244,1,0,3.8,340,0,20,1935,65,800.0,2,18
32245,1,0,4.4,107,37,29,4080,1191,400.0,2,18
32246,1,0,4.0,996,22,20,3314,239,800.0,2,18
32247,1,0,3.9,306,16,62,2076,1069,300.0,2,18
32248,1,0,4.2,1295,0,20,2007,105,900.0,2,18
32249,1,0,4.0,208,0,70,1393,1129,200.0,2,18
32250,1,0,3.3,911,38,62,2457,1184,250.0,2,18
32251,1,0,4.3,169,22,29,4166,1163,400.0,2,18
32252,1,0,4.0,58,22,72,3029,1528,250.0,2,18
32253,1,0,4.3,193,43,62,2288,1655,300.0,2,18
32254,1,0,4.4,115,43,72,2182,1475,600.0,2,18
32255,1,0,3.4,154,0,62,4051,1052,400.0,2,18
32256,1,0,4.5,563,0,30,409,778,400.0,2,18
32257,1,0,4.0,358,45,29,2285,236,650.0,2,18
32259,1,0,4.3,171,42,62,671,323,500.0,2,18
32260,1,0,4.1,506,41,62,2156,1009,600.0,2,18
32261,1,0,3.8,377,0,62,4675,1364,500.0,2,18
32262,0,0,3.9,626,42,20,3292,560,600.0,2,18
